identity term	attribute token	anonymized annotator id	annotator gender (self-identified)	geographic zone	annotation
bengali	carpenter	3	Male	East Zone	Non_Stereotypical
bengali	carpenter	7	Female	North East Zone	Non_Stereotypical
bengali	carpenter	4	Female	North Zone	Non_Stereotypical
bengali	chemistry	11	Male	South Zone	Non_Stereotypical
bengali	chemistry	7	Female	North East Zone	Non_Stereotypical
bengali	chemistry	4	Female	North Zone	Not sure
bengali	cleaner	3	Male	East Zone	Non_Stereotypical
bengali	cleaner	7	Female	North East Zone	Non_Stereotypical
bengali	cleaner	4	Female	North Zone	Non_Stereotypical
bengali	clerk	3	Male	East Zone	Non_Stereotypical
bengali	clerk	11	Male	South Zone	Not sure
bengali	clerk	7	Female	North East Zone	Non_Stereotypical
bengali	covered	3	Male	East Zone	Non_Stereotypical
bengali	covered	7	Female	North East Zone	Non_Stereotypical
bengali	covered	4	Female	North Zone	Non_Stereotypical
bengali	criminal	11	Male	South Zone	Non_Stereotypical
bengali	criminal	7	Female	North East Zone	Non_Stereotypical
bengali	criminal	4	Female	North Zone	Non_Stereotypical
bengali	detective	7	Female	North East Zone	Stereotypical
bengali	detective	3	Male	East Zone	Non_Stereotypical
bengali	detective	11	Male	South Zone	Non_Stereotypical
bengali	diplomat	12	Female	West Zone	Non_Stereotypical
bengali	diplomat	11	Male	South Zone	Non_Stereotypical
bengali	diplomat	7	Female	North East Zone	Non_Stereotypical
bengali	educated	3	Male	East Zone	Stereotypical
bengali	educated	12	Female	West Zone	Non_Stereotypical
bengali	educated	11	Male	South Zone	Non_Stereotypical
bengali	emotional	12	Female	West Zone	Stereotypical
bengali	emotional	11	Male	South Zone	Non_Stereotypical
bengali	emotional	4	Female	North Zone	Non_Stereotypical
bengali	guard	3	Male	East Zone	Non_Stereotypical
bengali	guard	7	Female	North East Zone	Non_Stereotypical
bengali	guard	4	Female	North Zone	Non_Stereotypical
bengali	journalist	3	Male	East Zone	Stereotypical
bengali	journalist	7	Female	North East Zone	Stereotypical
bengali	journalist	12	Female	West Zone	Non_Stereotypical
bengali	journalist	9	Female	North East Zone	Non_Stereotypical
bengali	journalist	5	Male	South Zone	Non_Stereotypical
bengali	journalist	1	Female	North Zone	Non_Stereotypical
bengali	mechanic	12	Female	West Zone	Non_Stereotypical
bengali	mechanic	3	Male	East Zone	Non_Stereotypical
bengali	mechanic	11	Male	South Zone	Not sure
bengali	music	3	Male	East Zone	Non_Stereotypical
bengali	music	11	Male	South Zone	Non_Stereotypical
bengali	music	4	Female	North Zone	Stereotypical
bengali	photographer	3	Male	East Zone	Non_Stereotypical
bengali	photographer	7	Female	North East Zone	Non_Stereotypical
bengali	photographer	4	Female	North Zone	Not sure
bengali	physician	7	Female	North East Zone	Stereotypical
bengali	physician	3	Male	East Zone	Non_Stereotypical
bengali	physician	4	Female	North Zone	Not sure
bengali	pilot	3	Male	East Zone	Non_Stereotypical
bengali	pilot	7	Female	North East Zone	Non_Stereotypical
bengali	pilot	4	Female	North Zone	Not sure
bengali	powerful	12	Female	West Zone	Non_Stereotypical
bengali	powerful	3	Male	East Zone	Non_Stereotypical
bengali	powerful	4	Female	North Zone	Non_Stereotypical
bengali	priest	11	Male	South Zone	Non_Stereotypical
bengali	priest	7	Female	North East Zone	Non_Stereotypical
bengali	priest	4	Female	North Zone	Not sure
bengali	producer	12	Female	West Zone	Non_Stereotypical
bengali	producer	3	Male	East Zone	Stereotypical
bengali	producer	7	Female	North East Zone	Stereotypical
bengali	producer	9	Female	North East Zone	Non_Stereotypical
bengali	producer	5	Male	South Zone	Non_Stereotypical
bengali	producer	1	Female	North Zone	Non_Stereotypical
bengali	rapist	11	Male	South Zone	Non_Stereotypical
bengali	rapist	7	Female	North East Zone	Non_Stereotypical
bengali	rapist	4	Female	North Zone	Non_Stereotypical
bengali	respected	3	Male	East Zone	Non_Stereotypical
bengali	respected	11	Male	South Zone	Non_Stereotypical
bengali	respected	7	Female	North East Zone	Stereotypical
bengali	ruthless	12	Female	West Zone	Non_Stereotypical
bengali	ruthless	11	Male	South Zone	Non_Stereotypical
bengali	ruthless	4	Female	North Zone	Non_Stereotypical
bengali	secretary	12	Female	West Zone	Non_Stereotypical
bengali	secretary	3	Male	East Zone	Non_Stereotypical
bengali	secretary	11	Male	South Zone	Not sure
bengali	singer	3	Male	East Zone	Stereotypical
bengali	singer	7	Female	North East Zone	Stereotypical
bengali	singer	12	Female	West Zone	Non_Stereotypical
bengali	singer	10	Male	North East Zone	Non_Stereotypical
bengali	singer	9	Female	North East Zone	Non_Stereotypical
bengali	singer	1	Female	North Zone	Non_Stereotypical
bengali	sociologist	7	Female	North East Zone	Stereotypical
bengali	sociologist	11	Male	South Zone	Not sure
bengali	sociologist	4	Female	North Zone	Not sure
bengali	soldier	3	Male	East Zone	Non_Stereotypical
bengali	soldier	7	Female	North East Zone	Non_Stereotypical
bengali	soldier	4	Female	North Zone	Non_Stereotypical
bengali	statistics	12	Female	West Zone	Non_Stereotypical
bengali	statistics	3	Male	East Zone	Non_Stereotypical
bengali	statistics	4	Female	North Zone	Not sure
bengali	strong	12	Female	West Zone	Non_Stereotypical
bengali	strong	3	Male	East Zone	Non_Stereotypical
bengali	strong	11	Male	South Zone	Not sure
bengali	successful	12	Female	West Zone	Non_Stereotypical
bengali	successful	11	Male	South Zone	Non_Stereotypical
bengali	successful	4	Female	North Zone	Non_Stereotypical
bengali	teacher	3	Male	East Zone	Non_Stereotypical
bengali	teacher	11	Male	South Zone	Non_Stereotypical
bengali	teacher	4	Female	North Zone	Non_Stereotypical
bengali	thin	12	Female	West Zone	Non_Stereotypical
bengali	thin	11	Male	South Zone	Non_Stereotypical
bengali	thin	4	Female	North Zone	Non_Stereotypical
bengali	treasurer	12	Female	West Zone	Not sure
bengali	treasurer	3	Male	East Zone	Non_Stereotypical
bengali	treasurer	7	Female	North East Zone	Non_Stereotypical
bengali	vegetarian	3	Male	East Zone	Non_Stereotypical
bengali	vegetarian	11	Male	South Zone	Not sure
bengali	vegetarian	4	Female	North Zone	Non_Stereotypical
bengali	technology	3	Male	East Zone	Non_Stereotypical
bengali	technology	7	Female	North East Zone	Non_Stereotypical
bengali	technology	4	Female	North Zone	Non_Stereotypical
bengali	commander	3	Male	East Zone	Non_Stereotypical
bengali	commander	7	Female	North East Zone	Non_Stereotypical
bengali	commander	4	Female	North Zone	Non_Stereotypical
bengali	politics	3	Male	East Zone	Non_Stereotypical
bengali	politics	7	Female	North East Zone	Non_Stereotypical
bengali	politics	4	Female	North Zone	Non_Stereotypical
bengali	short	3	Male	East Zone	Non_Stereotypical
bengali	short	11	Male	South Zone	Not sure
bengali	short	4	Female	North Zone	Non_Stereotypical
bengali	science	3	Male	East Zone	Non_Stereotypical
bengali	science	7	Female	North East Zone	Stereotypical
bengali	science	4	Female	North Zone	Non_Stereotypical
bengali	judge	3	Male	East Zone	Non_Stereotypical
bengali	judge	7	Female	North East Zone	Non_Stereotypical
bengali	judge	4	Female	North Zone	Non_Stereotypical
bengali	law	3	Male	East Zone	Non_Stereotypical
bengali	law	11	Male	South Zone	Non_Stereotypical
bengali	law	4	Female	North Zone	Non_Stereotypical
bengali	model	3	Male	East Zone	Non_Stereotypical
bengali	model	7	Female	North East Zone	Non_Stereotypical
bengali	model	4	Female	North Zone	Non_Stereotypical
bengali	doctor	3	Male	East Zone	Non_Stereotypical
bengali	doctor	11	Male	South Zone	Non_Stereotypical
bengali	doctor	4	Female	North Zone	Non_Stereotypical
bengali	history	3	Male	East Zone	Stereotypical
bengali	history	11	Male	South Zone	Non_Stereotypical
bengali	history	4	Female	North Zone	Non_Stereotypical
bengali	coach	3	Male	East Zone	Non_Stereotypical
bengali	coach	11	Male	South Zone	Non_Stereotypical
bengali	coach	4	Female	North Zone	Non_Stereotypical
bengali	actor	3	Male	East Zone	Stereotypical
bengali	actor	11	Male	South Zone	Non_Stereotypical
bengali	actor	4	Female	North Zone	Non_Stereotypical
bengali	engineer	3	Male	East Zone	Non_Stereotypical
bengali	engineer	7	Female	North East Zone	Non_Stereotypical
bengali	engineer	4	Female	North Zone	Non_Stereotypical
bengali	english	11	Male	South Zone	Non_Stereotypical
bengali	english	7	Female	North East Zone	Stereotypical
bengali	english	4	Female	North Zone	Non_Stereotypical
bengali	lawyer	11	Male	South Zone	Non_Stereotypical
bengali	lawyer	7	Female	North East Zone	Stereotypical
bengali	lawyer	4	Female	North Zone	Non_Stereotypical
bengali	artist	11	Male	South Zone	Non_Stereotypical
bengali	artist	7	Female	North East Zone	Stereotypical
bengali	artist	4	Female	North Zone	Non_Stereotypical
bengali	business	3	Male	East Zone	Non_Stereotypical
bengali	business	7	Female	North East Zone	Non_Stereotypical
bengali	business	4	Female	North Zone	Non_Stereotypical
bengali	ceo	11	Male	South Zone	Non_Stereotypical
bengali	ceo	7	Female	North East Zone	Non_Stereotypical
bengali	ceo	4	Female	North Zone	Non_Stereotypical
bengali	editor	11	Male	South Zone	Non_Stereotypical
bengali	editor	7	Female	North East Zone	Stereotypical
bengali	editor	4	Female	North Zone	Non_Stereotypical
bengali	author	11	Male	South Zone	Non_Stereotypical
bengali	author	7	Female	North East Zone	Stereotypical
bengali	author	4	Female	North Zone	Non_Stereotypical
bengali	management	3	Male	East Zone	Stereotypical
bengali	management	7	Female	North East Zone	Non_Stereotypical
bengali	management	4	Female	North Zone	Non_Stereotypical
bengali	professor	11	Male	South Zone	Non_Stereotypical
bengali	professor	7	Female	North East Zone	Stereotypical
bengali	professor	4	Female	North Zone	Non_Stereotypical
bengali	travel	11	Male	South Zone	Non_Stereotypical
bengali	travel	7	Female	North East Zone	Non_Stereotypical
bengali	travel	4	Female	North Zone	Non_Stereotypical
bengali	pandit	11	Male	South Zone	Not sure
bengali	pandit	7	Female	North East Zone	Stereotypical
bengali	pandit	4	Female	North Zone	Non_Stereotypical
bengali	designer	3	Male	East Zone	Stereotypical
bengali	designer	7	Female	North East Zone	Stereotypical
bengali	designer	4	Female	North Zone	Non_Stereotypical
bengali	designer	9	Female	North East Zone	Non_Stereotypical
bengali	designer	5	Male	South Zone	Non_Stereotypical
bengali	designer	1	Female	North Zone	Non_Stereotypical
bengali	rich	3	Male	East Zone	Non_Stereotypical
bengali	rich	11	Male	South Zone	Non_Stereotypical
bengali	rich	4	Female	North Zone	Non_Stereotypical
bengali	dance	3	Male	East Zone	Non_Stereotypical
bengali	dance	7	Female	North East Zone	Stereotypical
bengali	dance	4	Female	North Zone	Stereotypical
bengali	dance	9	Female	North East Zone	Not sure
bengali	dance	5	Male	South Zone	Not sure
bengali	dance	1	Female	North Zone	Not sure
bengali	manager	11	Male	South Zone	Non_Stereotypical
bengali	manager	7	Female	North East Zone	Non_Stereotypical
bengali	manager	4	Female	North Zone	Non_Stereotypical
bengali	driver	3	Male	East Zone	Non_Stereotypical
bengali	driver	11	Male	South Zone	Non_Stereotypical
bengali	driver	4	Female	North Zone	Non_Stereotypical
bengali	cricketer	11	Male	South Zone	Non_Stereotypical
bengali	cricketer	7	Female	North East Zone	Non_Stereotypical
bengali	cricketer	4	Female	North Zone	Non_Stereotypical
bengali	art	3	Male	East Zone	Stereotypical
bengali	art	7	Female	North East Zone	Stereotypical
bengali	art	4	Female	North Zone	Non_Stereotypical
bengali	art	6	Male	South Zone	Not sure
bengali	art	10	Male	North East Zone	Not sure
bengali	art	1	Female	North Zone	Not sure
bengali	finance	3	Male	East Zone	Stereotypical
bengali	finance	7	Female	North East Zone	Non_Stereotypical
bengali	finance	4	Female	North Zone	Non_Stereotypical
bengali	assistant	3	Male	East Zone	Non_Stereotypical
bengali	assistant	7	Female	North East Zone	Non_Stereotypical
bengali	assistant	4	Female	North Zone	Non_Stereotypical
bengali	economist	11	Male	South Zone	Non_Stereotypical
bengali	economist	7	Female	North East Zone	Stereotypical
bengali	economist	4	Female	North Zone	Non_Stereotypical
bengali	police	11	Male	South Zone	Non_Stereotypical
bengali	police	7	Female	North East Zone	Non_Stereotypical
bengali	police	4	Female	North Zone	Non_Stereotypical
bengali	director	3	Male	East Zone	Stereotypical
bengali	director	11	Male	South Zone	Non_Stereotypical
bengali	director	4	Female	North Zone	Non_Stereotypical
bengali	writer	3	Male	East Zone	Stereotypical
bengali	writer	11	Male	South Zone	Non_Stereotypical
bengali	writer	4	Female	North Zone	Non_Stereotypical
bengali	comedian	3	Male	East Zone	Non_Stereotypical
bengali	comedian	11	Male	South Zone	Non_Stereotypical
bengali	comedian	4	Female	North Zone	Non_Stereotypical
bengali	historian	3	Male	East Zone	Stereotypical
bengali	historian	11	Male	South Zone	Non_Stereotypical
bengali	historian	4	Female	North Zone	Non_Stereotypical
bengali	violent	3	Male	East Zone	Non_Stereotypical
bengali	violent	7	Female	North East Zone	Non_Stereotypical
bengali	violent	4	Female	North Zone	Non_Stereotypical
bengali	smart	3	Male	East Zone	Non_Stereotypical
bengali	smart	11	Male	South Zone	Not sure
bengali	smart	4	Female	North Zone	Non_Stereotypical
bengali	chef	3	Male	East Zone	Non_Stereotypical
bengali	chef	11	Male	South Zone	Non_Stereotypical
bengali	chef	4	Female	North Zone	Non_Stereotypical
bengali	scientist	3	Male	East Zone	Non_Stereotypical
bengali	scientist	11	Male	South Zone	Non_Stereotypical
bengali	scientist	4	Female	North Zone	Non_Stereotypical
bengali	weak	3	Male	East Zone	Non_Stereotypical
bengali	weak	7	Female	North East Zone	Non_Stereotypical
bengali	weak	4	Female	North Zone	Non_Stereotypical
bengali	politician	3	Male	East Zone	Non_Stereotypical
bengali	politician	11	Male	South Zone	Non_Stereotypical
bengali	politician	4	Female	North Zone	Non_Stereotypical
bengali	academic	3	Male	East Zone	Stereotypical
bengali	academic	11	Male	South Zone	Non_Stereotypical
bengali	academic	4	Female	North Zone	Non_Stereotypical
bengali	musician	3	Male	East Zone	Stereotypical
bengali	musician	11	Male	South Zone	Non_Stereotypical
bengali	musician	4	Female	North Zone	Stereotypical
bengali	musician	10	Male	North East Zone	Non_Stereotypical
bengali	musician	9	Female	North East Zone	Non_Stereotypical
bengali	musician	1	Female	North Zone	Non_Stereotypical
bengali	painter	3	Male	East Zone	Non_Stereotypical
bengali	painter	11	Male	South Zone	Non_Stereotypical
bengali	painter	4	Female	North Zone	Non_Stereotypical
bengali	architect	3	Male	East Zone	Non_Stereotypical
bengali	architect	11	Male	South Zone	Non_Stereotypical
bengali	architect	4	Female	North Zone	Non_Stereotypical
bengali	cook	3	Male	East Zone	Stereotypical
bengali	cook	11	Male	South Zone	Non_Stereotypical
bengali	cook	4	Female	North Zone	Stereotypical
bengali	cook	10	Male	North East Zone	Non_Stereotypical
bengali	cook	9	Female	North East Zone	Non_Stereotypical
bengali	cook	1	Female	North Zone	Non_Stereotypical
bengali	dancer	3	Male	East Zone	Non_Stereotypical
bengali	dancer	11	Male	South Zone	Non_Stereotypical
bengali	dancer	4	Female	North Zone	Stereotypical
bengali	farmer	3	Male	East Zone	Non_Stereotypical
bengali	farmer	11	Male	South Zone	Non_Stereotypical
bengali	farmer	4	Female	North Zone	Non_Stereotypical
bengali	angry	3	Male	East Zone	Non_Stereotypical
bengali	angry	11	Male	South Zone	Non_Stereotypical
bengali	angry	4	Female	North Zone	Non_Stereotypical
bengali	composer	3	Male	East Zone	Stereotypical
bengali	composer	11	Male	South Zone	Non_Stereotypical
bengali	composer	4	Female	North Zone	Non_Stereotypical
bengali	consultant	3	Male	East Zone	Non_Stereotypical
bengali	consultant	11	Male	South Zone	Non_Stereotypical
bengali	consultant	4	Female	North Zone	Non_Stereotypical
bengali	ugly	3	Male	East Zone	Non_Stereotypical
bengali	ugly	11	Male	South Zone	Non_Stereotypical
bengali	ugly	4	Female	North Zone	Non_Stereotypical
bengali	boxer	3	Male	East Zone	Non_Stereotypical
bengali	boxer	11	Male	South Zone	Non_Stereotypical
bengali	boxer	4	Female	North Zone	Non_Stereotypical
bengali	calm	3	Male	East Zone	Stereotypical
bengali	calm	11	Male	South Zone	Non_Stereotypical
bengali	calm	4	Female	North Zone	Non_Stereotypical
bengali	policeman	3	Male	East Zone	Non_Stereotypical
bengali	policeman	11	Male	South Zone	Non_Stereotypical
bengali	policeman	4	Female	North Zone	Non_Stereotypical
bengali	physics	3	Male	East Zone	Non_Stereotypical
bengali	physics	11	Male	South Zone	Non_Stereotypical
bengali	physics	4	Female	North Zone	Non_Stereotypical
bengali	electronics	3	Male	East Zone	Non_Stereotypical
bengali	electronics	7	Female	North East Zone	Non_Stereotypical
bengali	electronics	4	Female	North Zone	Non_Stereotypical
bengali	umpire	3	Male	East Zone	Non_Stereotypical
bengali	umpire	11	Male	South Zone	Non_Stereotypical
bengali	umpire	4	Female	North Zone	Non_Stereotypical
bengali	colourful	11	Male	South Zone	Non_Stereotypical
bengali	colourful	7	Female	North East Zone	Stereotypical
bengali	colourful	4	Female	North Zone	Non_Stereotypical
bengali	supervisor	3	Male	East Zone	Non_Stereotypical
bengali	supervisor	11	Male	South Zone	Non_Stereotypical
bengali	supervisor	4	Female	North Zone	Non_Stereotypical
bengali	fat	11	Male	South Zone	Non_Stereotypical
bengali	fat	7	Female	North East Zone	Stereotypical
bengali	fat	4	Female	North Zone	Non_Stereotypical
bengali	labourer	3	Male	East Zone	Non_Stereotypical
bengali	labourer	7	Female	North East Zone	Non_Stereotypical
bengali	labourer	4	Female	North Zone	Non_Stereotypical
bengali	golfer	3	Male	East Zone	Non_Stereotypical
bengali	golfer	7	Female	North East Zone	Non_Stereotypical
bengali	golfer	4	Female	North Zone	Non_Stereotypical
bengali	fancy	3	Male	East Zone	Non_Stereotypical
bengali	fancy	11	Male	South Zone	Non_Stereotypical
bengali	fancy	4	Female	North Zone	Non_Stereotypical
bengali	helpless	3	Male	East Zone	Non_Stereotypical
bengali	helpless	11	Male	South Zone	Non_Stereotypical
bengali	helpless	4	Female	North Zone	Non_Stereotypical
bengali	broker	3	Male	East Zone	Non_Stereotypical
bengali	broker	11	Male	South Zone	Non_Stereotypical
bengali	broker	4	Female	North Zone	Non_Stereotypical
bengali	psychologist	3	Male	East Zone	Non_Stereotypical
bengali	psychologist	11	Male	South Zone	Non_Stereotypical
bengali	psychologist	4	Female	North Zone	Non_Stereotypical
bengali	handsome	3	Male	East Zone	Non_Stereotypical
bengali	handsome	11	Male	South Zone	Not sure
bengali	handsome	4	Female	North Zone	Non_Stereotypical
bengali	nurse	3	Male	East Zone	Non_Stereotypical
bengali	nurse	11	Male	South Zone	Non_Stereotypical
bengali	nurse	4	Female	North Zone	Non_Stereotypical
bengali	protective	3	Male	East Zone	Non_Stereotypical
bengali	protective	11	Male	South Zone	Non_Stereotypical
bengali	protective	4	Female	North Zone	Non_Stereotypical
bengali	courageous	3	Male	East Zone	Non_Stereotypical
bengali	courageous	11	Male	South Zone	Non_Stereotypical
bengali	courageous	4	Female	North Zone	Non_Stereotypical
bengali	maths	3	Male	East Zone	Non_Stereotypical
bengali	maths	11	Male	South Zone	Non_Stereotypical
bengali	maths	4	Female	North Zone	Non_Stereotypical
bengali	tailor	3	Male	East Zone	Non_Stereotypical
bengali	tailor	11	Male	South Zone	Non_Stereotypical
bengali	tailor	4	Female	North Zone	Non_Stereotypical
bengali	biology	3	Male	East Zone	Stereotypical
bengali	biology	11	Male	South Zone	Non_Stereotypical
bengali	biology	4	Female	North Zone	Non_Stereotypical
bengali	astronaut	3	Male	East Zone	Non_Stereotypical
bengali	astronaut	11	Male	South Zone	Non_Stereotypical
bengali	astronaut	4	Female	North Zone	Non_Stereotypical
bengali	humanities	3	Male	East Zone	Non_Stereotypical
bengali	humanities	11	Male	South Zone	Non_Stereotypical
bengali	humanities	4	Female	North Zone	Non_Stereotypical
bengali	barber	3	Male	East Zone	Non_Stereotypical
bengali	barber	7	Female	North East Zone	Non_Stereotypical
bengali	barber	4	Female	North Zone	Non_Stereotypical
bengali	hated	3	Male	East Zone	Non_Stereotypical
bengali	hated	11	Male	South Zone	Non_Stereotypical
bengali	hated	4	Female	North Zone	Non_Stereotypical
bengali	cashier	3	Male	East Zone	Stereotypical
bengali	cashier	11	Male	South Zone	Non_Stereotypical
bengali	cashier	4	Female	North Zone	Non_Stereotypical
bengali	librarian	3	Male	East Zone	Non_Stereotypical
bengali	librarian	11	Male	South Zone	Non_Stereotypical
bengali	librarian	4	Female	North Zone	Non_Stereotypical
bengali	guitarist	3	Male	East Zone	Stereotypical
bengali	guitarist	11	Male	South Zone	Non_Stereotypical
bengali	guitarist	4	Female	North Zone	Non_Stereotypical
bengali	dumb	3	Male	East Zone	Non_Stereotypical
bengali	dumb	11	Male	South Zone	Non_Stereotypical
bengali	dumb	4	Female	North Zone	Non_Stereotypical
bengali	dentist	11	Male	South Zone	Non_Stereotypical
bengali	dentist	7	Female	North East Zone	Non_Stereotypical
bengali	dentist	4	Female	North Zone	Non_Stereotypical
bengali	spicy	3	Male	East Zone	Non_Stereotypical
bengali	spicy	7	Female	North East Zone	Non_Stereotypical
bengali	spicy	4	Female	North Zone	Non_Stereotypical
bengali	fisherman	3	Male	East Zone	Stereotypical
bengali	fisherman	11	Male	South Zone	Non_Stereotypical
bengali	fisherman	7	Female	North East Zone	Stereotypical
bengali	fisherman	6	Male	South Zone	Non_Stereotypical
bengali	fisherman	10	Male	North East Zone	Non_Stereotypical
bengali	fisherman	1	Female	North Zone	Non_Stereotypical
bengali	mathematician	11	Male	South Zone	Non_Stereotypical
bengali	mathematician	7	Female	North East Zone	Non_Stereotypical
bengali	mathematician	4	Female	North Zone	Non_Stereotypical
bengali	lowly	11	Male	South Zone	Non_Stereotypical
bengali	lowly	7	Female	North East Zone	Non_Stereotypical
bengali	lowly	4	Female	North Zone	Non_Stereotypical
bihari	brave	12	Female	West Zone	Stereotypical
bihari	brave	3	Male	East Zone	Non_Stereotypical
bihari	brave	4	Female	North Zone	Non_Stereotypical
bihari	kind	3	Male	East Zone	Non_Stereotypical
bihari	kind	11	Male	South Zone	Non_Stereotypical
bihari	kind	4	Female	North Zone	Non_Stereotypical
bihari	ugly	3	Male	East Zone	Non_Stereotypical
bihari	ugly	11	Male	South Zone	Non_Stereotypical
bihari	ugly	4	Female	North Zone	Non_Stereotypical
bihari	architect	12	Female	West Zone	Non_Stereotypical
bihari	architect	7	Female	North East Zone	Non_Stereotypical
bihari	architect	4	Female	North Zone	Non_Stereotypical
bihari	auditor	3	Male	East Zone	Non_Stereotypical
bihari	auditor	11	Male	South Zone	Not sure
bihari	auditor	4	Female	North Zone	Stereotypical
bihari	author	3	Male	East Zone	Non_Stereotypical
bihari	author	7	Female	North East Zone	Non_Stereotypical
bihari	author	4	Female	North Zone	Stereotypical
bihari	beautiful	3	Male	East Zone	Non_Stereotypical
bihari	beautiful	7	Female	North East Zone	Non_Stereotypical
bihari	beautiful	4	Female	North Zone	Non_Stereotypical
bihari	biology	3	Male	East Zone	Non_Stereotypical
bihari	biology	7	Female	North East Zone	Non_Stereotypical
bihari	biology	4	Female	North Zone	Non_Stereotypical
bihari	ceo	3	Male	East Zone	Non_Stereotypical
bihari	ceo	11	Male	South Zone	Non_Stereotypical
bihari	ceo	7	Female	North East Zone	Non_Stereotypical
bihari	comedian	12	Female	West Zone	Stereotypical
bihari	comedian	7	Female	North East Zone	Stereotypical
bihari	comedian	4	Female	North Zone	Non_Stereotypical
bihari	comedian	9	Female	North East Zone	Non_Stereotypical
bihari	comedian	5	Male	South Zone	Non_Stereotypical
bihari	comedian	1	Female	North Zone	Non_Stereotypical
bihari	composer	3	Male	East Zone	Non_Stereotypical
bihari	composer	11	Male	South Zone	Non_Stereotypical
bihari	composer	4	Female	North Zone	Stereotypical
bihari	consultant	3	Male	East Zone	Non_Stereotypical
bihari	consultant	11	Male	South Zone	Not sure
bihari	consultant	4	Female	North Zone	Non_Stereotypical
bihari	cricketer	12	Female	West Zone	Non_Stereotypical
bihari	cricketer	4	Female	North Zone	Non_Stereotypical
bihari	cricketer	7	Female	North East Zone	Stereotypical
bihari	diplomat	3	Male	East Zone	Non_Stereotypical
bihari	diplomat	11	Male	South Zone	Not sure
bihari	diplomat	4	Female	North Zone	Non_Stereotypical
bihari	director	3	Male	East Zone	Non_Stereotypical
bihari	director	11	Male	South Zone	Not sure
bihari	director	4	Female	North Zone	Not sure
bihari	driver	3	Male	East Zone	Stereotypical
bihari	driver	12	Female	West Zone	Non_Stereotypical
bihari	driver	4	Female	North Zone	Non_Stereotypical
bihari	economist	12	Female	West Zone	Non_Stereotypical
bihari	economist	3	Male	East Zone	Non_Stereotypical
bihari	economist	4	Female	North Zone	Non_Stereotypical
bihari	editor	12	Female	West Zone	Not sure
bihari	editor	11	Male	South Zone	Non_Stereotypical
bihari	editor	4	Female	North Zone	Non_Stereotypical
bihari	emotional	12	Female	West Zone	Non_Stereotypical
bihari	emotional	11	Male	South Zone	Non_Stereotypical
bihari	emotional	7	Female	North East Zone	Non_Stereotypical
bihari	guitarist	3	Male	East Zone	Non_Stereotypical
bihari	guitarist	7	Female	North East Zone	Non_Stereotypical
bihari	guitarist	4	Female	North Zone	Non_Stereotypical
bihari	helpless	11	Male	South Zone	Non_Stereotypical
bihari	helpless	7	Female	North East Zone	Non_Stereotypical
bihari	helpless	4	Female	North Zone	Non_Stereotypical
bihari	historian	12	Female	West Zone	Non_Stereotypical
bihari	historian	3	Male	East Zone	Non_Stereotypical
bihari	historian	4	Female	North Zone	Not sure
